DeptTag,CourseNum,CourseName,PreReqs,reqsFilled,TermsOffered
,,,,,
ECON,233,World Economic History,Prerequisites: Economics 110 and 111,"['QRE', 'WRC', 'SOC', 'INS']",['Winter 2020']
,,,,,
ECON,240,Microeconomics of Development,Prerequisites: Economics 111,"['QRE', 'SOC', 'INS']",['Fall 2019']
,,,,,
ECON,241,Growth and Development,Prerequisites: Economics 110,"['QRE', 'SOC', 'INS']",['Fall 2019']
,,,,,
ECON,246,Economics of Welfare,Prerequisites: Economics  111,"['QRE', 'SOC', 'INS']",[]
,,,,,
ECON,257,Economics of Gender,Prerequisites: Economics 111,"['QRE', 'SOC']",['Winter 2020']
,,,,,
ECON,258,Ethical Questions and Economic Models,Prerequisites: Economics 110 and 111,['SOC'],[]
,,,,,
ECON,259,Economics of Higher Education,Prerequisites: Economics  111,"['WRC', 'SOC']",[]
,,,,,
ECON,262,The Economics of Sports,Prerequisites: Economics 110 and 111,"['QRE', 'SOC']",[]
,,,,,
ECON,263,"Entrepreneurship, Innovation, and Economic Performance",Prerequisites: Economics 110 or 111,['SOC'],['Winter 2020']
,,,,,
ECON,264,Health Care Economics,Prerequisites: Economics  111,"['QRE', 'SOC']",['Winter 2020']
,,,,,
ECON,265,Game Theory and Economic Applications,Prerequisites: Economics 111,"['QRE', 'SOC']",['Spring 2020']
,,,,,
ECON,266,Experimental Economics,Prerequisites: Economics 110 and 111,"['QRE', 'SOC']",[]
,,,,,
ECON,267,Behavioral Economics,Prerequisites: Economics 110 and 111,"['QRE', 'SOC']",['Fall 2019']
,,,,,
ECON,268,Economics of Cost Benefit Analysis,Prerequisites: Economics 111. Some statistics background will be useful.,"['QRE', 'SOC']",[]
,,,,,
ECON,269,Economics of Climate Change,Prerequisites: Economics 110 and 111,"['QRE', 'SOC']",[]
,,,,,
ECON,270,Economics of the Public Sector,Prerequisites: Economics 110 and 111,"['QRE', 'WRC', 'SOC']",['Fall 2019']
,,,,,
ECON,271,Economics of Natural Resources and the Environment,Prerequisites: Economics 111,"['QRE', 'SOC']",['Spring 2020']
,,,,,
ECON,273,Water and Western Economic Development,Prerequisites: Economics 111,"['QRE', 'SOC']",[]
,,,,,
ECON,274,Labor Economics,Prerequisites: Economics 110 and 111,"['QRE', 'SOC']",[]
,,,,,
ECON,275,Law and Economics,Prerequisites: Economics  111,"['QRE', 'WRC', 'SOC']",[]
,,,,,
ECON,276,Money and Banking,Prerequisites: Economics 110 and 111,"['QRE', 'SOC']",['Spring 2020']
,,,,,
ECON,277,History and Theory of Financial Crises,Prerequisites: Economics 110 and 111,"['SOC', 'INS']",[]
,,,,,
ECON,278,Industrial Organization and Firm Behavior,Prerequisites: Economics 111,"['QRE', 'SOC']",[]
,,,,,
ECON,280,International Trade,Prerequisites: Economics 111,"['QRE', 'SOC']",['Spring 2020']
,,,,,
ECON,281,International Finance,Prerequisites: Economics 110,"['QRE', 'SOC']",['Spring 2020']
,,,,,
ECON,282,The Theory of Investment Finance,Prerequisites: Economics 110 and 111,"['QRE', 'SOC']",['Fall 2019']
,,,,,
ECON,283,Corporate Organization and Finance,Prerequisites: Economics 110 and 111,"['QRE', 'SOC']",[]
,,,,,
ECON,284,Inequality in an Interconnected World,Prerequisites: Economics 110 and 111,"['QRE', 'SOC', 'INS']",[]
,,,,,
ECON,329,Econometrics,"Prerequisites: Mathematics 111 and either Mathematics 215 or 275, and Economics 110 and 111","['QRE', 'SOC']","['Fall 2019', 'Spring 2020']"
,,,,,
ECON,330,Intermediate Price Theory,Prerequisites: Economics 110 and 111 and Mathematics 111 ,"['QRE', 'SOC']","['Fall 2019', 'Winter 2020']"
,,,,,
ECON,331,Intermediate Macro Theory,Prerequisites: Mathematics 111 and Mathematics 215 (or Mathematics 275 or permission of the instructor) and Economics 110 and 111,"['QRE', 'SOC']","['Winter 2020', 'Spring 2020']"
,,,,,
ECON,395,Advanced Topics in Economic Development,"Prerequisites: Economics 329, 330, and 331, or instructor permission","['QRE', 'WRC', 'SOC', 'INS']",['Fall 2019']
,,,,,
ECON,395,Advanced Topics in Macroeconomic Theory,"Prerequisites: Economics 329, 330, and 331, or instructor permission","['QRE', 'WRC', 'SOC']",['Fall 2019']
,,,,,
ECON,395,Advanced Topics in the Economics of Housing,"Prerequisites: Economics 329, 330, and 331, or instructor permission","['QRE', 'WRC', 'SOC']",['Fall 2019']
,,,,,
ECON,398,Advanced Research in Economics,Prerequisites: Economics 395 and concurrent registration in Economics 400. Instructor permission required,[],['Winter 2020']
,,,,,
ECON,400,Integrative Exercise,None,[],"['Winter 2020', 'Spring 2020']"
,,,,,
EDUC,100,Will This Be on the Test? Standardized Testing and American Education,None,"['A&I', 'WRC', 'IDS']",['Fall 2019']
,,,,,
EDUC,110,Introduction to Educational Studies,None,"['WRC', 'IDS', 'SOC']","['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
EDUC,225,Issues in Urban Education,None,"['IDS', 'SOC']",[]
,,,,,
EDUC,234,Educational Psychology,None,['SOC'],['Fall 2019']
,,,,,
EDUC,245,The History of American School Reform,None,"['IDS', 'SOC']",[]
,,,,,
EDUC,250,Fixing Schools: Politics and Policy in American Education,None,"['IDS', 'SOC']",['Spring 2020']
,,,,,
EDUC,262,Culturally Sustaining Pedagogy: Teaching and Learning in Diverse Classrooms,None,['IDS'],['Winter 2020']
,,,,,
EDUC,338,Multicultural Education,Prerequisites: 100 or 200-level Educational Studies course or instructor permission,"['IDS', 'SOC']",['Spring 2020']
,,,,,
EDUC,340,"Race, Immigration, and Schools",Prerequisites: 100 or 200-level Educational Studies course or instructor permission,"['IDS', 'SOC']",[]
,,,,,
EDUC,344,Teenage Wasteland: Adolescence and the American High School,Prerequisites: 100 or 200-level Educational Studies course,['SOC'],[]
,,,,,
EDUC,353,Schooling and Opportunity in American Society,Prerequisites: 100 or 200-level Educational Studies course or instructor permission,"['QRE', 'IDS', 'SOC']",[]
,,,,,
EDUC,395,Senior Seminar,Prerequisites: Educational Studies minor or instructor permission,[],['Spring 2020']
,,,,,
ENGL,100,"Drama, Film, and Society",None,"['A&I', 'WRC']",['Fall 2019']
,,,,,
ENGL,100,How We Read: The History and Science of Reading,None,"['A&I', 'WRC']",['Fall 2019']
,,,,,
ENGL,100,Imagining a Self,None,"['A&I', 'WRC']",['Fall 2019']
,,,,,
ENGL,100,"Literary Revision: Authority, Art, and Rebellion",None,"['A&I', 'WRC']",['Fall 2019']
,,,,,
ENGL,100,Literature and Science,None,"['A&I', 'WRC']",[]
,,,,,
ENGL,100,Rhetoric: Art of Persuasion,None,"['A&I', 'WRC']",['Fall 2019']
,,,,,
ENGL,100,Visions of the Waste Land,None,"['A&I', 'WRC']",['Fall 2019']
,,,,,
ENGL,109,Introduction to Rhetoric,None,['WRC'],"['Winter 2020', 'Spring 2020']"
,,,,,
ENGL,112,Introduction to the Novel,None,"['WRC', 'LAA']",['Winter 2020']
,,,,,
ENGL,114,Introduction to Medieval Narrative,None,"['WRC', 'LAA']",[]
,,,,,
ENGL,115,The Art of Storytelling,None,"['WRC', 'LAA']",['Spring 2020']
,,,,,
ENGL,117,African American Literature,None,"['WRC', 'IDS', 'LAA']",['Fall 2019']
,,,,,
ENGL,118,Introduction to Poetry,None,"['WRC', 'LAA']",['Winter 2020']
,,,,,
ENGL,119,Introduction to U.S. Latino/a Literature,None,"['WRC', 'IDS', 'LAA']",['Spring 2020']
,,,,,
ENGL,125,Norse and Celtic Mythology,None,"['WRC', 'INS', 'LAA']",[]
,,,,,
ENGL,126,Arthurian Tradition:  From Medieval to Modern,None,"['WRC', 'LAA']",[]
,,,,,
ENGL,129,Introduction to British Comedy,None,"['WRC', 'LAA']",[]
,,,,,
ENGL,131,Reading Fiction,None,[],[]
,,,,,
ENGL,135,Imperial Adventures,None,[],[]
,,,,,
ENGL,136,Black Speculative Fiction,None,"['WRC', 'LAA']",['Winter 2020']
,,,,,
ENGL,144,Shakespeare I,None,"['WRC', 'INS', 'LAA']",['Fall 2019']
,,,,,
ENGL,160,Introduction to Creative Writing,None,"['WRC', 'IDS', 'LAA']","['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
ENGL,161,Writing Across Genres,None,['LAA'],[]
,,,,,
ENGL,187,Murder,None,"['WRC', 'ARP']",['Spring 2020']
,,,,,
ENGL,194,The “Great War” and the Literary Imagination,None,"['WRC', 'ARP']",[]
,,,,,
ENGL,202,The Bible as Literature,None,"['WRC', 'LAA']",['Winter 2020']
,,,,,
ENGL,203,The Age of Beowulf,None,"['WRC', 'INS', 'LAA']",[]
,,,,,
ENGL,204,History of the English Language,None,"['WRC', 'LAA']",[]
,,,,,
ENGL,205,The Medieval Outlaw,None,"['WRC', 'LAA']",[]
,,,,,
ENGL,206,Arthurian Tradition:  From Medieval to Modern,None,"['WRC', 'HUM']",[]
,,,,,
ENGL,207,Princes. Poets. Power,None,"['WRC', 'LAA']",[]
,,,,,
ENGL,208,The Faerie Queene,None,"['WRC', 'LAA']",[]
,,,,,
ENGL,209,The Merchant of Venice: A Project Course,None,['LAA'],[]
,,,,,
ENGL,210,From Chaucer to Milton: Early English Literature,None,['LAA'],['Fall 2019']
,,,,,
ENGL,212,Nineteenth-Century American Literature,None,"['INS', 'LAA']",[]
,,,,,
ENGL,213,Christopher Marlowe,None,"['WRC', 'LAA']",['Spring 2020']
,,,,,
ENGL,214,Revenge Tragedy,None,"['WRC', 'LAA']",['Spring 2020']
,,,,,
ENGL,215,Modern American Literature,None,"['WRC', 'INS', 'LAA']",['Winter 2020']
,,,,,
ENGL,216,Milton,None,"['WRC', 'INS', 'LAA']",['Fall 2019']
,,,,,
ENGL,217,A Novel Education,None,"['WRC', 'LAA']",[]
,,,,,
ENGL,218,The Gothic Spirit,None,[],['Fall 2019']
,,,,,
ENGL,220,Arts of Oral Presentation,None,[],"['Winter 2020', 'Winter 2020', 'Spring 2020', 'Spring 2020']"
,,,,,
ENGL,221,“Moby-Dick” & Its Contexts,None,[],[]
,,,,,
ENGL,222,The Art of Jane Austen,None,"['WRC', 'LAA']",['Winter 2020']
,,,,,
ENGL,223,American Transcendentalism,None,"['WRC', 'LAA']",[]
,,,,,
ENGL,225,‘Public Offenders’: Pre-Raphaelites and Bloomsbury Group,None,"['WRC', 'LAA']",['Spring 2020']
,,,,,
ENGL,226,Modernism,None,[],[]
,,,,,
ENGL,227,Imagining the Borderlands,None,"['WRC', 'LAA']",[]
,,,,,
ENGL,228,Encountering the Other: The Crusades,None,[],[]
,,,,,
ENGL,233,Writing Empathy/Writing Black Life,None,[],[]
,,,,,
ENGL,234,Literature of the American South,None,[],['Fall 2019']
,,,,,
ENGL,235,Asian American Literature,None,[],[]
,,,,,
ENGL,236,American Nature Writing,None,[],['Fall 2019']
,,,,,
ENGL,237,Black British Literature,None,"['WRC', 'LAA']",['Fall 2019']
,,,,,
ENGL,238,African Literature in English,None,"['WRC', 'LAA']",['Winter 2020']
,,,,,
ENGL,239,"Democracy: Politics, Race, & Sex in Nineteenth Century American Novels",None,"['WRC', 'INS', 'LAA']",['Spring 2020']
,,,,,
ENGL,244,Shakespeare I,None,"['WRC', 'LAA']",['Fall 2019']
,,,,,
ENGL,245,Bollywood Nation,None,"['WRC', 'IDS', 'LAA']",['Spring 2020']
,,,,,
ENGL,247,The American West,None,"['WRC', 'IDS', 'LAA']",[]
,,,,,
ENGL,248,Visions of California,None,"['WRC', 'IDS', 'LAA']",['Winter 2020']
,,,,,
ENGL,249,Irish Literature,None,"['WRC', 'IDS', 'LAA']",['Spring 2020']
,,,,,
ENGL,250,Indian Fiction 1880-1980,None,"['WRC', 'IDS', 'LAA']",['Spring 2020']
,,,,,
ENGL,251,Contemporary Indian Fiction,None,"['WRC', 'LAA']",[]
,,,,,
ENGL,252,Caribbean Fiction,None,"['WRC', 'INS', 'LAA']",[]
,,,,,
ENGL,256,Ireland Program: Irish History and Culture,None,"['INS', 'LAA']",[]
,,,,,
ENGL,258,Contemporary American Playwrights of Color,None,"['WRC', 'IDS', 'LAA']",[]
,,,,,
ENGL,261,Telling Your American Story,Prerequisites: Any one English course,"['WRC', 'LAA']",[]
,,,,,
ENGL,262,Narrative Lab,None,"['WRC', 'INS', 'LAA']",[]
,,,,,
ENGL,263,Crafts of Writing: Creative Nonfiction,Prerequisites: One previous English course,[],[]
,,,,,
ENGL,264,"American Lyric: Poetry, Pop and Rap",Prerequisites: Not open to students who have taken ENGL 100.00 Fall 2016,[],[]
,,,,,
ENGL,265,News Stories,None,[],['Winter 2020']
,,,,,
ENGL,270,Short Story Workshop,Prerequisites: One prior 6-credit English course,"['WRC', 'LAA']","['Fall 2019', 'Winter 2020']"
,,,,,
ENGL,271,Poetry Workshop,Prerequisites: One prior 6 credit English course,[],['Winter 2020']
,,,,,
ENGL,273,Writing Memoir,Prerequisites: One prior 6 credit English course or instructor permission,[],[]
,,,,,
ENGL,274,Ireland Program: Modern Irish Literature in Ireland,None,[],[]
,,,,,
ENGL,279,London Program:  Urban Field Studies,None,[],['Winter 2020']
,,,,,
ENGL,281,London Program: Romantic London,Prerequisites: Participation in OCS London program,"['WRC', 'IDS', 'LAA']",['Winter 2020']
,,,,,
ENGL,282,London Program:  London Theater,None,"['WRC', 'LAA']",['Winter 2020']
,,,,,
ENGL,285,Textual Technologies from Parchment to Pixel,None,"['WRC', 'INS', 'LAA']",['Spring 2020']
,,,,,
ENGL,288,California Program: The Literature of California,None,[],[]
,,,,,
ENGL,292,Ireland Program: Irish Field Studies,None,"['WRC', 'INS', 'LAA']",[]
,,,,,
ENGL,292,London Program: London Studies Project,None,"['WRC', 'INS', 'LAA']",['Winter 2020']
,,,,,
ENGL,295,Critical Methods,Prerequisites: One English Foundations course and one prior 6 credit English course,"['WRC', 'INS', 'LAA']","['Fall 2019', 'Spring 2020']"
,,,,,
ENGL,302,The Medieval Outlaw,Prerequisites: One English foundations course and one other 6 credit English course,"['WRC', 'IDS', 'LAA']",[]
,,,,,
ENGL,310,Shakespeare II,Prerequisites: One English Foundations course and English 144 or 244,"['WRC', 'ARP']",[]
,,,,,
ENGL,319,The Rise of the Novel,Prerequisites: One English foundations course and one other 6 credit English course,"['WRC', 'ARP']",['Winter 2020']
,,,,,
ENGL,323,English Romantic Poetry,Prerequisites: One English foundations course and one other 6 credit English course,"['WRC', 'ARP']",['Spring 2020']
,,,,,
ENGL,327,Victorian Novel,Prerequisites: One English foundations course and one additional 6 credit English course or instructor consent,"['WRC', 'ARP']",['Fall 2019']
,,,,,
ENGL,328,Victorian Poetry,Prerequisites: One English foundations course and one other 6 credit English course,"['WRC', 'ARP']",[]
,,,,,
ENGL,329,The City in American Literature,"Prerequisites: One English foundations course and one other 6 credit English course, or instructor permission","['WRC', 'ARP']",[]
,,,,,
ENGL,332,"Studies in American Literature: Faulkner, Hemingway, and Fitzgerald",Prerequisites: One English foundations course and one additional 6 credit English course,"['WRC', 'ARP']",[]
,,,,,
ENGL,333,Margaret Atwood,Prerequisites: One Foundations course in ENGL and one additional 6 credit course in English courses,"['WRC', 'ARP']",[]
,,,,,
ENGL,334,Postmodern American Fiction,Prerequisites: One English foundations course and one additional 6 credit English course,"['WRC', 'INS', 'LAA']",[]
,,,,,
ENGL,345,Queer Literature,Prerequisites: One English foundations courses and one other six credit English course,[],['Spring 2020']
,,,,,
ENGL,350,The Postcolonial Novel: Forms and Contexts,Prerequisites: One English foundations course and one additional 6 credit English course,"['WRC', 'INS', 'LAA']",['Fall 2019']
,,,,,
ENGL,351,Zadie Smith,Prerequisites: One English foundations course and one additional 6 credit English course,"['WRC', 'LAA']",[]
,,,,,
ENGL,352,Toni Morrison: Novelist,Prerequisites: One English foundations course and one other 6 credit English course or instructor permission,"['WRC', 'HUM']",['Winter 2020']
,,,,,
ENGL,359,World Literature in the Twenty-First Century,Prerequisites: One English foundations course and one additional 6 credit English course or instructor permission,"['IDS', 'LAA']",['Spring 2020']
,,,,,
ENGL,362,Narrative Theory,"Prerequisites: One 6-credit foundations course plus one 6-credit English course or Cinema and Media Studies 210, 211, 214 or 243",[],[]
,,,,,
ENGL,366,The Carleton Miscellany,Prerequisites: One English foundations course and one additional 6 credit English course,[],['Fall 2019']
,,,,,
ENGL,370,Advanced Fiction Workshop,"Prerequisites: English 160, 161, 261, 262, 263, 265, 270, 271, 273, 280, 286, Cinema and Media Studies 271, 278, 279, Cross Cultural Studies 270 or Theater 246","['WRC', 'LAA']",['Spring 2020']
,,,,,
ENGL,371,Advanced Poetry Workshop,"Prerequisites: English 160, 161, 261, 262, 263, 265, 270, 271, 273, 280, 286, Cinema and Media Studies 271, 278, 279, Cross Cultural Studies 270 or Theater 246","['WRC', 'LAA']",['Spring 2020']
,,,,,
ENGL,395,"Dickinson, Moore, Bishop",Prerequisites: English 295 and one 300-level English course,[],['Fall 2019']
,,,,,
ENGL,395,Seductive Fictions,Prerequisites: English 295 and one 300 level English course,"['WRC', 'LAA']",['Spring 2020']
,,,,,
ENGL,400,Integrative Exercise,None,"['WRC', 'LAA']","['Winter 2020', 'Spring 2020']"
,,,,,
ENTS,110,Environment and Society,None,['SOC'],[]
,,,,,
ENTS,120,Introduction to Geospatial Analysis & Lab,None,"['QRE', 'SOC']",['Fall 2019']
,,,,,
ENTS,212,Global Food Systems,None,"['QRE', 'SOC', 'INS']",[]
,,,,,
ENTS,215,Environmental Ethics,None,['HUM'],['Fall 2019']
,,,,,
ENTS,225,Carbon and Climate,Prerequisites: One lab science course,"['QRE', 'LAB']",['Fall 2019']
,,,,,
ENTS,232,Research Methods in Environmental Studies,None,"['FSR', 'QRE']",[]
,,,,,
ENTS,238,Ethiopia and Tanzania Program: Energy and Society in Developing Countries,"Prerequisites: One of the following courses are highly recommended:  Environmental Studies 244, 265, or Geology 258","['QRE', 'SOC', 'INS']",[]
,,,,,
ENTS,239,Ethiopia and Tanzania Program: Urban Agriculture,None,"['SOC', 'INS']",[]
,,,,,
ENTS,244,Biodiversity Conservation and Development,None,"['QRE', 'SOC', 'INS']",['Winter 2020']
,,,,,
ENTS,248,Sustainable Development,None,['SOC'],[]
,,,,,
ENTS,254,Topics in Landscape Ecology,Prerequisites: Biology 125 and 126,"['QRE', 'SOC', 'INS']",['Winter 2020']
,,,,,
ENTS,260,Comparative Agroecology,Prerequisites: Biology 125 or 126 or Chemistry 123 or 128 or Geology 110 or 120 and instructor permission,['QRE'],[]
,,,,,
ENTS,261,Field Investigation in Comparative Agroecology,Prerequisites: Environmental Studies 260 ,['INS'],[]
,,,,,
ENTS,262,"Materials Science, Energy, and the Environment",Prerequisites: Two five-week or one ten-week Physics course numbered 151-165 or Chemistry 123 or 128,['WRC'],[]
,,,,,
ENTS,265,The Science of the Earth System,"Prerequisites: One introductory course in Biology (125 or 126), Chemistry 123 or 128 or any 100-level Geology or Physics (two five-week courses or one ten week course from 131 through 165) or instructor’s permission.",['QRE'],[]
,,,,,
ENTS,274,Applied Spatial Analysis & Lab,Prerequisites: Environmental Studies 120 or consent of the instructor,"['QRE', 'LAB']",['Spring 2020']
,,,,,
ENTS,280,Ethiopia and Tanzania Program: Research Projects on Conservation and Development,None,[],[]
,,,,,
ENTS,284,Ethiopia and Tanzania Program: Cultural Studies,None,[],[]
,,,,,
ENTS,288,Abrupt Climate Change,"Prerequisites: One introductory course in Biology 125 or 126, Chemistry 123 or 128 or any 100-level Geology, or Physics (two five-week courses or one ten week course from 131 through 165)",['WRC'],['Spring 2020']
,,,,,
ENTS,289,Climate Change and Human Health,"Prerequisites: One introductory course in Biology 125 or 126, Chemistry 123 or 128, any 100-level Geology, or Physics (two five-week courses or one ten week course from  131-165) and Math 111 or 215, or consent of the  instructor","['QRE', 'SOC']",[]
,,,,,
ENTS,310,Topics in Environmental Law and Policy,None,['SOC'],['Winter 2020']
,,,,,
ENTS,395,Senior Seminar,Prerequisites: Completion of all other Environmental Studies core courses except comps,['SOC'],['Fall 2019']
,,,,,
ENTS,400,Integrative Exercise,None,[],['Winter 2020']
,,,,,
EUST,100,Allies or Enemies? America through European Eyes,None,"['A&I', 'WRC', 'INS']",['Fall 2019']
,,,,,
EUST,110,The Nation State in Europe,None,"['HUM', 'INS']",[]
,,,,,
EUST,111,The Age of Cathedrals,None,"['HUM', 'INS']",['Fall 2019']
,,,,,
EUST,159,"“The Age of Isms” – Ideals, Ideas and Ideologies in Modern Europe",None,"['SOC', 'INS']",['Spring 2020']
,,,,,
EUST,207,Rome Program: Italian Encounters,Prerequisites: Participation in OCS Rome Program,"['HUM', 'INS']",[]
,,,,,
EUST,231,Economics and European Studies in Cambridge: Britain in Europe: Brexit and its Aftermath,Prerequisites: Participation in OCS Cambridge Program,"['SOC', 'INS']",[]
,,,,,
EUST,232,"Economics and European Studies in Cambridge: The Great War in Poetry, History and Memory",Prerequisites: Enrollment in Cambridge OCS Program,"['INS', 'LAA']",[]
,,,,,
EUST,233,Economics and European Studies in Cambridge: Capitalism and Crises: Political Economy from Marx to Hayek,Prerequisites: Enrollment in OCS Cambridge Program,"['SOC', 'INS']",[]
,,,,,
EUST,249,The European Union from Constitution to Crisis,None,"['SOC', 'INS']",['Winter 2020']
,,,,,
EUST,278,Cross-Cultural Psychology Sem in Prague: Politics & Culture in Central Europe-Twentieth Century,None,"['HUM', 'INS']",[]
,,,,,
EUST,290,Economics and European Studies Program: Studying Britain in Europe: from the Great War to Brexit,None,"['HUM', 'INS']",[]
,,,,,
EUST,398,Senior Colloquium,None,[],['Winter 2020']
,,,,,
FREN,100,Balloons and Cultures: Graphic Novels of the French Speaking World,None,"['A&I', 'WRC', 'INS']",['Fall 2019']
,,,,,
FREN,101,Elementary French,Prerequisites: None. Placement score for students with previous experience in French,[],[]
,,,,,
FREN,102,Elementary French,Prerequisites: French 101 or equivalent,[],['Winter 2020']
,,,,,
FREN,103,Intermediate French,Prerequisites: French 102 or equivalent,[],"['Fall 2019', 'Spring 2020']"
,,,,,
FREN,204,Intermediate French,Prerequisites: French 103 or equivalent,[],"['Fall 2019', 'Winter 2020']"
,,,,,
FREN,206,Contemporary French and Francophone Culture,Prerequisites: French 204 or equivalent,"['INS', 'LAA']",['Winter 2020']
,,,,,
FREN,208,"Paris Program: Contemporary France: Cultures, Politics, Society",Prerequisites: French 204 or equivalent,"['HUM', 'INS']",['Spring 2020']
,,,,,
FREN,210,Coffee and News,Prerequisites: French 204 or instructor approval,"['HUM', 'INS']","['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
FREN,233,French Cinema and Culture,Prerequisites: French 204 or equivalent,"['INS', 'LAA']",[]
,,,,,
FREN,237,Page and Stage: The Performance of Culture,Prerequisites: French 204 or equivalent,"['INS', 'LAA']",[]
,,,,,
FREN,238,Back to the Future: French Classics Reimagined,Prerequisites: French 204 or instructor approval,"['INS', 'LAA']",['Fall 2019']
,,,,,
FREN,239,Banned Books,Prerequisites: French 204 or equivalent,"['INS', 'LAA']",['Winter 2020']
,,,,,
FREN,241,The Lyric and Other Seductions,Prerequisites: French 204 or equivalent,"['INS', 'LAA']",[]
,,,,,
FREN,242,Journeys of Self-Discovery,Prerequisites: French 204 or equivalent,"['INS', 'LAA']",[]
,,,,,
FREN,243,Cultural Reading of Food,Prerequisites: French 204 or equivalent,"['QRE', 'WRC', 'HUM', 'INS']",[]
,,,,,
FREN,244,Contemporary France and Humor,Prerequisites: French 204 or equivalent,"['INS', 'LAA']",[]
,,,,,
FREN,245,Francophone Literature of Africa and the Caribbean,Prerequisites: French 204 or the equivalent,"['INS', 'LAA']",[]
,,,,,
FREN,246,Contemporary Senegal,Prerequisites: French 308 term before ,[],[]
,,,,,
FREN,247,The Seven Deadly Sins,Prerequisites: French 204 or equivalent,"['INS', 'LAA']",[]
,,,,,
FREN,248,Murder and Mayhem: Narratives of Suspense,Prerequisites: French 204 or equivalent,"['INS', 'LAA']",['Spring 2020']
,,,,,
FREN,250,French History in 10 Objects,Prerequisites: French 204,"['INS', 'LAA']",[]
,,,,,
FREN,254,Paris Program: French Art in Context,Prerequisites: French 204 or the equivalent and Participation in OCS Paris Program,"['INS', 'LAA']",['Spring 2020']
,,,,,
FREN,255,Paris Program: Islam in France: Historical Approaches and Current Debates,Prerequisites: French 204 or the equivalent and participation in Paris OCS program,['LAA'],['Spring 2020']
,,,,,
FREN,259,Paris Program: Hybrid Paris,Prerequisites: French 204 or the equivalent and participation in OCS Paris program,"['INS', 'LAA']",['Spring 2020']
,,,,,
FREN,308,France and the African Imagination,Prerequisites: One French course beyond French 204 and acceptance in OCS Winter Break French Program in Senegal,"['INS', 'LAA']",[]
,,,,,
FREN,309,Expression and Translation: Encounters with Language,Prerequisites: One French course beyond French 204 or permission of instructor,"['INS', 'LAA']",['Spring 2020']
,,,,,
FREN,340,Arts of Brevity: Short Fiction,Prerequisites: One French course beyond French 204 or instructor permission,"['INS', 'LAA']",['Winter 2020']
,,,,,
FREN,341,Madame Bovary and Her Avatars,Prerequisites: One French course beyond French 204 or instructor permission,"['INS', 'LAA']",['Winter 2020']
,,,,,
FREN,347,Gender and Sexuality in the Francophone World,Prerequisites: One course beyond French 204 or instructor permission,"['INS', 'LAA']",['Fall 2019']
,,,,,
FREN,350,Middle East and French Connection,Prerequisites: One French course beyond French 204 or instructor permission,"['INS', 'LAA']",[]
,,,,,
FREN,351,"Love, War and Monsters in Renaissance France",Prerequisites: One French course beyond French 204 or instructor permission,"['INS', 'LAA']",[]
,,,,,
FREN,352,The Arthurian Legend,Prerequisites: One French course beyond French 204 or instructor permission,"['INS', 'LAA']",[]
,,,,,
FREN,353,The French Chanson,Prerequisites: One French course beyond French 204 or instructor permission,"['INS', 'LAA']",[]
,,,,,
FREN,354,The World Beyond,Prerequisites: One French course beyond French 204 or instructor permission,"['INS', 'LAA']",[]
,,,,,
FREN,357,French and Francophone Autofiction,Prerequisites: One French course beyond French 204 or instructor permission,"['INS', 'LAA']",[]
,,,,,
FREN,359,Paris Program: Hybrid Paris,Prerequisites: French 230 or beyond and participation in OCS Paris program,"['INS', 'LAA']",['Spring 2020']
,,,,,
FREN,360,The Algerian War of Liberation and Its Representations,Prerequisites: One French course beyond French 204 or instructor permission,"['INS', 'LAA']",['Spring 2020']
,,,,,
FREN,400,Integrative Exercise,None,[],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
GEOL,110,Introduction to Geology & Lab,Prerequisites: Not open to students who have taken another 100-level Geology course,['LAB'],['Fall 2019']
,,,,,
GEOL,115,Climate Change in Geology & Lab,Prerequisites: Not open to students who have taken another Geology 100-level course.,"['QRE', 'LAB']",[]
,,,,,
GEOL,120,Introduction to Environmental Geology & Lab,Prerequisites: Not open to students who have taken another Geology 100-level course,"['QRE', 'WRC', 'LAB']",[]
,,,,,
GEOL,125,Introduction to Field Geology & Lab,Prerequisites: Not open to students who have taken another 100-level Geology course,"['QRE', 'LAB']",['Fall 2019']
,,,,,
GEOL,130,Geology of National Parks,None,['LAB'],['Winter 2020']
,,,,,
GEOL,135,Introduction to Climate Science,None,"['QRE', 'LAB']",['Spring 2020']
,,,,,
GEOL,200,Selected Field Topics in Geology,Prerequisites: Instructor’s Permission required.  Students should waitlist,[],[]
,,,,,
GEOL,210,Geomorphology & Lab,Prerequisites: 100 level Geology course or instructor permission,"['QRE', 'WRC', 'LAB']",['Fall 2019']
,,,,,
GEOL,220,Tectonics & Lab,Prerequisites: One introductory (100-level) Geology course.,"['WRC', 'LAB']",['Fall 2019']
,,,,,
GEOL,230,Paleobiology & Lab,"Prerequisites: 100-level Geology course or an introductory Biology course, or instructor permission","['WRC', 'LAB']",[]
,,,,,
GEOL,235,Planetary Geomorphology & Lab,Prerequisites: A previous geology course; Geology 210 recommended,['QRE'],[]
,,,,,
