Department,Course Number,Course Name,Term,Liberal Arts Requirements,Class Period,Professor,Description
CAMS,245.0,The Essay Film,Spring 2020,ARP,5a,Cecilia M Cornejo,[under construction]
CAMS,258.0,Feminist and Queer Media,Spring 2020,"LAA, IDS",4/5c,Candace I Moore,[under construction]
CAMS,263.0,The Element of Control: Studio Filmmaking,Spring 2020,ARP,1a,Carl H Elsaesser,[under construction]
CAMS,271.0,Fiction,Spring 2020,ARP,2/3c,Carl H Elsaesser,[under construction]
CAMS,320.0,Sound Studies Seminar,Spring 2020,LAA,5a,Jay S Beck,[under construction]
CLAS,100.0,"The Trojan Legend: Mythology, Archaeology, and Legacy",Fall 2019,"A&I, WRC",4a,Alex R Knodell,[under construction]
CLAS,229.0,Warlords and the Collapse of the Roman Republic,Fall 2019,"HUM, INS",5a,Jake Morton,[under construction]
CLAS,394.0,Senior Seminar,Fall 2019,,6a,,[under construction]
CLAS,112.0,"The Epic in Classical Antiquity: Texts, Contexts, and Intertexts",Winter 2020,"LAA, WRC",4a,Chico Zimmerman,[under construction]
CLAS,124.0,Roman Archaeology and Art,Winter 2020,"HUM, INS",5a,Alex R Knodell,[under construction]
CLAS,400.0,Senior Symposium,Winter 2020,,6a,,[under construction]
CLAS,214.0,Gender and Sexuality in Classical Antiquity,Spring 2020,"HUM, WRC, INS",4a,Clara S Hardy,[under construction]
CLAS,230.0,The Rise and Fall of the Great Hellenistic Kingdoms,Spring 2020,"HUM, INS",5a,Jake Morton,[under construction]
CLAS,295.0,Junior Colloquium,Spring 2020,,Unable to determine class period,,[under construction]
CGSC,130.0,Revolutions in Mind:  An Introduction to Cognitive Science,Fall 2019,SOC,2/3c,Tony Chemero,[under construction]
CGSC,232.0,Cognitive Processes,Fall 2019,"WRC, LAB",2a,Kathleen M Galotti,[under construction]
CGSC,233.01,Laboratory Research Methods in Cognitive Science,Fall 2019,LAB,5a,Kathleen M Galotti,[under construction]
CGSC,233.02,Laboratory Research Methods in Cognitive Science,Fall 2019,LAB,2a,Kathleen M Galotti,[under construction]
CGSC,340.0,Phenomenology and Cognitive Science,Fall 2019,HUM,1a,Tony Chemero,[under construction]
CGSC,396.0,Directed Research in Cognitive Studies,Fall 2019,,5a,Mija M Van Der Wege,[under construction]
CGSC,396.01,Directed Research in Cognitive Studies,Fall 2019,,2a,Jason A Decker,[under construction]
CGSC,396.02,Directed Research in Cognitive Studies,Fall 2019,,2/3c,Justin M London,[under construction]
CGSC,396.03,Directed Research in Cognitive Studies,Fall 2019,,5a,Anna N Rafferty,[under construction]
CGSC,396.04,Directed Research in Cognitive Studies,Fall 2019,,4/5c,Julie J Neiworth,[under construction]
CGSC,130.0,The Musical Mind: An Introduction to Cognitive Science,Spring 2020,"SOC, WRC",2a,Justin M London,[under construction]
CGSC,236.0,"Thinking, Reasoning, and Decision Making",Spring 2020,"FSR, WRC",3a,Anne M Magro,[under construction]
CGSC,400.0,Integrative Exercise,Spring 2020,,2a,Jason A Decker,[under construction]
CS,111.01,Introduction to Computer Science,Fall 2019,"FSR, QRE",3a,Sneha  Narayan,[under construction]
CS,111.02,Introduction to Computer Science,Fall 2019,"FSR, QRE",5a,Aaron W Bauer,[under construction]
CS,111.03,Introduction to Computer Science,Fall 2019,"FSR, QRE",2a,David  Liben-Nowell,[under construction]
CS,201.01,Data Structures,Fall 2019,"FSR, QRE",4a,Sam Tucker,[under construction]
CS,201.02,Data Structures,Fall 2019,"FSR, QRE",2a,Sam Tucker,[under construction]
CS,202.0,Mathematics of Computer Science,Fall 2019,FSR,5a,Sneha  Narayan,[under construction]
CS,251.0,Programming Languages: Design and Implementation,Fall 2019,FSR,2a,David R Musicant,[under construction]
CS,254.0,Computability and Complexity,Fall 2019,FSR,1a,Anna N Rafferty,[under construction]
CS,257.0,Software Design,Fall 2019,FSR,3a,Amy  Csizmar Dalal,[under construction]
CS,321.0,Artificial Intelligence,Fall 2019,FSR,5a,David R Musicant,[under construction]
CS,362.0,Computational Biology,Fall 2019,"FSR, QRE",4a,Layla K Oesper,[under construction]
CS,399.01,Senior Seminar,Fall 2019,,Unable to determine class period,Anna N Rafferty,[under construction]
CS,399.02,Senior Seminar,Fall 2019,,Unable to determine class period,Anna N Rafferty,[under construction]
CS,399.03,Senior Seminar,Fall 2019,,4/5c,Layla K Oesper,[under construction]
CS,399.04,Senior Seminar,Fall 2019,,Unable to determine class period,Layla K Oesper,[under construction]
CS,399.05,Senior Seminar,Fall 2019,,6a,Layla K Oesper,[under construction]
CS,111.01,Introduction to Computer Science,Winter 2020,"FSR, QRE",2a,Aaron W Bauer,[under construction]
CS,111.02,Introduction to Computer Science,Winter 2020,"FSR, QRE",4a,Layla K Oesper,[under construction]
CS,111.03,Introduction to Computer Science,Winter 2020,"FSR, QRE",5a,Tanya M Amert,[under construction]
CS,201.01,Data Structures,Winter 2020,"FSR, QRE",3a,Amy  Csizmar Dalal,[under construction]
CS,201.02,Data Structures,Winter 2020,"FSR, QRE",2a,Anna N Rafferty,[under construction]
CS,208.0,Computer Organization and Architecture,Winter 2020,FSR,4a,Aaron W Bauer,[under construction]
CS,232.0,"Art, Interactivity, and Robotics",Winter 2020,ARP,4/5c,"David R Musicant', 'Stephen  Mohring",[under construction]
CS,252.0,Algorithms,Winter 2020,FSR,2a,David  Liben-Nowell,[under construction]
CS,254.0,Computability and Complexity,Winter 2020,FSR,5a,Josh Davis,[under construction]
CS,257.0,Software Design,Winter 2020,FSR,5a,Amy  Csizmar Dalal,[under construction]
CS,312.0,Audio Programming,Winter 2020,FSR,5a,John Ellinger,[under construction]
CS,330.0,Introduction to Real-Time Systems,Winter 2020,FSR,3a,Tanya M Amert,[under construction]
CS,344.0,Human-Computer Interaction,Winter 2020,"FSR, QRE",4a,Sneha  Narayan,[under construction]
CS,399.01,Senior Seminar,Winter 2020,,6a,Sneha  Narayan,[under construction]
CS,399.02,Senior Seminar,Winter 2020,,4/5c,Sneha  Narayan,[under construction]
CS,399.03,Senior Seminar,Winter 2020,,5/6c,Sneha  Narayan,[under construction]
CS,399.06,Senior Seminar,Winter 2020,,Unable to determine class period,David R Musicant,[under construction]
CS,400.01,Integrative Exercise,Winter 2020,,Unable to determine class period,Anna N Rafferty,[under construction]
CS,400.02,Integrative Exercise,Winter 2020,,Unable to determine class period,Anna N Rafferty,[under construction]
CS,400.03,Integrative Exercise,Winter 2020,,4/5c,Layla K Oesper,[under construction]
CS,400.04,Integrative Exercise,Winter 2020,,Unable to determine class period,Layla K Oesper,[under construction]
CS,400.05,Integrative Exercise,Winter 2020,,6a,Layla K Oesper,[under construction]
CS,111.01,Introduction to Computer Science,Spring 2020,"FSR, QRE",3a,Sneha  Narayan,[under construction]
CS,111.02,Introduction to Computer Science,Spring 2020,"FSR, QRE",2a,David  Liben-Nowell,[under construction]
CS,111.03,Introduction to Computer Science,Spring 2020,"FSR, QRE",4a,Layla K Oesper,[under construction]
CS,201.01,Data Structures,Spring 2020,"FSR, QRE",3a,Anna N Rafferty,[under construction]
CS,201.02,Data Structures,Spring 2020,"FSR, QRE",4a,David R Musicant,[under construction]
CS,202.0,Mathematics of Computer Science,Spring 2020,FSR,3a,David  Liben-Nowell,[under construction]
CS,208.0,Computer Organization and Architecture,Spring 2020,FSR,3a,Aaron W Bauer,[under construction]
CS,251.0,Programming Languages: Design and Implementation,Spring 2020,FSR,1a,Anna N Rafferty,[under construction]
CS,252.0,Algorithms,Spring 2020,FSR,2a,Layla K Oesper,[under construction]
CS,257.0,Software Design,Spring 2020,FSR,4a,Amy  Csizmar Dalal,[under construction]
CS,332.0,Operating Systems,Spring 2020,FSR,5a,Aaron W Bauer,[under construction]
CS,358.0,Quantum Computing,Spring 2020,FSR,2a,Josh Davis,[under construction]
CS,400.01,Integrative Exercise,Spring 2020,,6a,Sneha  Narayan,[under construction]
CS,400.02,Integrative Exercise,Spring 2020,,4/5c,Sneha  Narayan,[under construction]
CS,400.03,Integrative Exercise,Spring 2020,,5/6c,Sneha  Narayan,[under construction]
CS,400.06,Integrative Exercise,Spring 2020,,Unable to determine class period,David R Musicant,[under construction]
CCST,100.0,Growing up Cross-Culturally,Fall 2019,"A&I, WRC, INS",5a,Stephanie M Cox,[under construction]
CCST,208.0,International Coffee and News,Fall 2019,"HUM, INS",5a,Mihaela  Czobor-Lupp,[under construction]
CCST,208.0,International Coffee and News,Winter 2020,"HUM, INS",2a,Seungjoo  Yoon,[under construction]
CCST,270.0,Creative Travel Writing Workshop,Winter 2020,"ARP, WRC, INS",4a,Scott D Carpenter,[under construction]
CCST,275.0,I'm A Stranger Here Myself,Winter 2020,"SOC, INS",5a,Éva S Pósfay,[under construction]
CCST,398.0,The Cross-Cultural Panorama: A Capstone Workshop,Winter 2020,"HUM, INS",4a,Scott D Carpenter,[under construction]
CCST,208.0,International Coffee and News,Spring 2020,"HUM, INS",3a,Tun  Myint,[under construction]
DANC,107.0,Ballet I,Fall 2019,ARP,2a,Jennifer  Bader,[under construction]
DANC,115.0,Cultures of Dance,Fall 2019,"HUM, INS",5a,Judith A Howard,[under construction]
DANC,150.0,Contact Improvisation,Fall 2019,ARP,4a,Jane  Shockley,[under construction]
DANC,158.0,Contemporary Dance Forms I,Fall 2019,ARP,5a,Jane  Shockley,[under construction]
DANC,200.0,Modern Dance II: Technique and Theory,Fall 2019,ARP,Unable to determine class period,Daphne L McCoy,[under construction]
DANC,208.0,Ballet II,Fall 2019,ARP,3a,Jennifer  Bader,[under construction]
DANC,295.0,Dance Lab,Fall 2019,ARP,4/5c,Judith A Howard,[under construction]
DANC,300.0,Modern Dance III: Technique and Theory,Fall 2019,ARP,Unable to determine class period,Daphne L McCoy,[under construction]
DANC,301.0,Contemporary Styles and Techniques: West African Dance,Fall 2019,ARP,Unable to determine class period,Whitney  McClusky,[under construction]
DANC,350.0,Semaphore Repertory Dance Company,Fall 2019,ARP,Unable to determine class period,"Judith A Howard', 'Jane  Shockley",[under construction]
DANC,107.0,Ballet I,Winter 2020,ARP,2a,Jennifer  Bader,[under construction]
DANC,148.0,Modern Dance I: Technique and Theory,Winter 2020,ARP,Unable to determine class period,Daphne L McCoy,[under construction]
DANC,150.0,Contact Improvisation,Winter 2020,ARP,4a,Jane  Shockley,[under construction]
DANC,205.0,Winter Dance,Winter 2020,ARP,Unable to determine class period,Judith A Howard,[under construction]
DANC,208.0,Ballet II,Winter 2020,ARP,3a,Jennifer  Bader,[under construction]
DANC,210.0,Contemporary Dance Forms II,Winter 2020,ARP,5a,Jane  Shockley,[under construction]
DANC,215.0,"Winter Dance, Student Choreography",Winter 2020,ARP,Unable to determine class period,,[under construction]
DANC,253.0,Movement for the Performer,Winter 2020,ARP,3a,Jane  Shockley,[under construction]
DANC,268.0,The Body as Choreographer,Winter 2020,ARP,4/5c,Judith A Howard,[under construction]
DANC,300.0,Modern Dance III: Technique and Theory,Winter 2020,ARP,Unable to determine class period,Daphne L McCoy,[under construction]
DANC,350.0,Semaphore Repertory Dance Company,Winter 2020,ARP,Unable to determine class period,"Judith A Howard', 'Jane  Shockley",[under construction]
DANC,107.0,Ballet I,Spring 2020,ARP,2a,Jennifer  Bader,[under construction]
DANC,147.0,Moving Anatomy,Spring 2020,ARP,4a,Jane  Shockley,[under construction]
DANC,148.0,Modern Dance I: Technique and Theory,Spring 2020,ARP,Unable to determine class period,Daphne L McCoy,[under construction]
DANC,200.0,Modern Dance II: Technique and Theory,Spring 2020,ARP,Unable to determine class period,Daphne L McCoy,[under construction]
DANC,206.0,Spring Dance,Spring 2020,ARP,Unable to determine class period,"Judith A Howard', 'Jane  Shockley",[under construction]
DANC,208.0,Ballet II,Spring 2020,ARP,3a,Jennifer  Bader,[under construction]
DANC,309.0,Ballet III,Spring 2020,ARP,4a,Jennifer  Bader,[under construction]
DANC,310.0,Contemporary Dance Forms III,Spring 2020,ARP,5a,Jane  Shockley,[under construction]
DANC,350.0,Semaphore Repertory Dance Company,Spring 2020,ARP,Unable to determine class period,"Judith A Howard', 'Jane  Shockley",[under construction]
DGAH,110.0,Hacking the Humanities,Winter 2020,"HUM, QRE",4/5c,Austin P Mason,[under construction]
DGAH,398.0,Digital Arts & Humanities Portfolio: A Capstone Seminar,Spring 2020,,4/5c,Austin P Mason,[under construction]
ECON,110.01,Principles of Macroeconomics,Fall 2019,"SOC, QRE",2/3c,Lhakpa  Sherpa,[under construction]
ECON,110.02,Principles of Macroeconomics,Fall 2019,"SOC, QRE",5a,Ethan L Struby,[under construction]
ECON,110.03,Principles of Macroeconomics,Fall 2019,"SOC, QRE",4/5c,Lhakpa  Sherpa,[under construction]
ECON,111.01,Principles of Microeconomics,Fall 2019,"SOC, QRE",2a,Prathi Seneviratne,[under construction]
ECON,111.02,Principles of Microeconomics,Fall 2019,"SOC, QRE",5a,Jonathan M Lafky,[under construction]
ECON,111.03,Principles of Microeconomics,Fall 2019,"SOC, QRE",4a,Prathi Seneviratne,[under construction]
ECON,240.0,Microeconomics of Development,Fall 2019,"SOC, QRE, INS",5a,Faress Bhuiyan,[under construction]
ECON,241.0,Growth and Development,Fall 2019,"SOC, QRE, INS",3a,Ethan L Struby,[under construction]
ECON,267.0,Behavioral Economics,Fall 2019,"SOC, QRE",2a,Jonathan M Lafky,[under construction]
ECON,270.0,Economics of the Public Sector,Fall 2019,"SOC, QRE, WRC",4/5c,Jenny  Bourne,[under construction]
ECON,282.0,The Theory of Investment Finance,Fall 2019,"SOC, QRE",2/3c,Yaniv  Ben-Ami,[under construction]
ECON,329.0,Econometrics,Fall 2019,"SOC, QRE",1a,Aaron M Swoboda,[under construction]
ECON,330.0,Intermediate Price Theory,Fall 2019,"SOC, QRE",2/3c,Jenny  Bourne,[under construction]
ECON,395.01,Advanced Topics in Economic Development,Fall 2019,"SOC, WRC, INS",3a,Faress Bhuiyan,[under construction]
ECON,395.02,Advanced Topics in Macroeconomic Theory,Fall 2019,"SOC, WRC, QRE",4/5c,Yaniv  Ben-Ami,[under construction]
ECON,395.03,Advanced Topics in the Economics of Housing,Fall 2019,"SOC, WRC, QRE",4a,Aaron M Swoboda,[under construction]
ECON,110.01,Principles of Macroeconomics,Winter 2020,"SOC, QRE",4/5c,Bruce R Dalgaard,[under construction]
ECON,110.02,Principles of Macroeconomics,Winter 2020,"SOC, QRE",2a,Ethan L Struby,[under construction]
ECON,111.01,Principles of Microeconomics,Winter 2020,"SOC, QRE",4a,Jonathan M Lafky,[under construction]
ECON,111.02,Principles of Microeconomics,Winter 2020,"SOC, QRE",5a,Mark T Kanazawa,[under construction]
ECON,111.03,Principles of Microeconomics,Winter 2020,"SOC, QRE",2a,Nathan D Grawe,[under construction]
ECON,201.0,Analysis of Microeconomic Development Models,Winter 2020,"SOC, QRE, WRC",5a,Faress Bhuiyan,[under construction]
ECON,233.0,World Economic History,Winter 2020,"SOC, WRC, INS",4/5c,Jenny  Bourne,[under construction]
ECON,257.0,Economics of Gender,Winter 2020,"SOC, QRE",3a,Prathi Seneviratne,[under construction]
ECON,263.0,"Entrepreneurship, Innovation, and Economic Performance",Winter 2020,SOC,2/3c,Bruce R Dalgaard,[under construction]
ECON,264.0,Health Care Economics,Winter 2020,"SOC, QRE",4a,Nathan D Grawe,[under construction]
ECON,330.0,Intermediate Price Theory,Winter 2020,"SOC, QRE",2/3c,Jenny  Bourne,[under construction]
ECON,331.0,Intermediate Macro Theory,Winter 2020,"SOC, QRE",2/3c,Yaniv  Ben-Ami,[under construction]
ECON,398.01,Advanced Research in Economics,Winter 2020,,Unable to determine class period,Faress Bhuiyan,[under construction]
ECON,398.02,Advanced Research in Economics,Winter 2020,,Unable to determine class period,Yaniv  Ben-Ami,[under construction]
ECON,398.03,Advanced Research in Economics,Winter 2020,,Unable to determine class period,Aaron M Swoboda,[under construction]
ECON,400.01,Integrative Exercise,Winter 2020,,Unable to determine class period,Faress Bhuiyan,[under construction]
ECON,400.02,Integrative Exercise,Winter 2020,,Unable to determine class period,Yaniv  Ben-Ami,[under construction]
ECON,400.03,Integrative Exercise,Winter 2020,,Unable to determine class period,Aaron M Swoboda,[under construction]
ECON,110.01,Principles of Macroeconomics,Spring 2020,"SOC, QRE",4/5c,Lhakpa  Sherpa,[under construction]
ECON,110.02,Principles of Macroeconomics,Spring 2020,"SOC, QRE",3a,Ethan L Struby,[under construction]
ECON,110.03,Principles of Macroeconomics,Spring 2020,"SOC, QRE",2/3c,Faress Bhuiyan,[under construction]
ECON,111.01,Principles of Microeconomics,Spring 2020,"SOC, QRE",4/5c,Aaron M Swoboda,[under construction]
ECON,111.02,Principles of Microeconomics,Spring 2020,"SOC, QRE",2a,Jonathan M Lafky,[under construction]
ECON,111.03,Principles of Microeconomics,Spring 2020,"SOC, QRE",4a,Prathi Seneviratne,[under construction]
ECON,265.0,Game Theory and Economic Applications,Spring 2020,"SOC, QRE",4a,Jonathan M Lafky,[under construction]
ECON,271.0,Economics of Natural Resources and the Environment,Spring 2020,"SOC, QRE",4/5c,Mark T Kanazawa,[under construction]
ECON,276.0,Money and Banking,Spring 2020,"SOC, QRE",5a,Ethan L Struby,[under construction]
ECON,280.0,International Trade,Spring 2020,"SOC, QRE",2a,Prathi Seneviratne,[under construction]
ECON,281.0,International Finance,Spring 2020,"SOC, QRE",2/3c,Lhakpa  Sherpa,[under construction]
ECON,329.0,Econometrics,Spring 2020,"SOC, QRE",5a,Mark T Kanazawa,[under construction]
ECON,331.0,Intermediate Macro Theory,Spring 2020,"SOC, QRE",2/3c,Yaniv  Ben-Ami,[under construction]
ECON,400.01,Integrative Exercise,Spring 2020,,Unable to determine class period,Faress Bhuiyan,[under construction]
ECON,400.02,Integrative Exercise,Spring 2020,,Unable to determine class period,Yaniv  Ben-Ami,[under construction]
ECON,400.03,Integrative Exercise,Spring 2020,,Unable to determine class period,Aaron M Swoboda,[under construction]
EDUC,100.0,Will This Be on the Test? Standardized Testing and American Education,Fall 2019,"A&I, WRC, IDS",2a,Jeff Snyder,[under construction]
EDUC,110.0,Introduction to Educational Studies,Fall 2019,"SOC, WRC, IDS",4a,Jeff Snyder,[under construction]
EDUC,234.0,Educational Psychology,Fall 2019,SOC,2/3c,Deborah  Appleman,[under construction]
EDUC,110.0,Introduction to Educational Studies,Winter 2020,"SOC, WRC, IDS",2a,Jeff Snyder,[under construction]
EDUC,262.0,Culturally Sustaining Pedagogy: Teaching and Learning in Diverse Classrooms,Winter 2020,IDS,2a,Deborah  Appleman,[under construction]
EDUC,110.0,Introduction to Educational Studies,Spring 2020,"SOC, WRC, IDS",2/3c,Deborah  Appleman,[under construction]
EDUC,250.0,Fixing Schools: Politics and Policy in American Education,Spring 2020,"SOC, IDS",4/5c,Angela  Valenzuela,[under construction]
EDUC,338.0,Multicultural Education,Spring 2020,"SOC, IDS",1a,Angela  Valenzuela,[under construction]
EDUC,395.0,Senior Seminar,Spring 2020,,5a,Jeff Snyder,[under construction]
ENGL,100.01,"Literary Revision: Authority, Art, and Rebellion",Fall 2019,"A&I, WRC",2a,Nancy J Cho,[under construction]
ENGL,100.02,How We Read: The History and Science of Reading,Fall 2019,"A&I, WRC",3a,George G Shuffelton,[under construction]
ENGL,100.03,Rhetoric: Art of Persuasion,Fall 2019,"A&I, WRC",4a,Timothy  Raylor,[under construction]
ENGL,100.04,Visions of the Waste Land,Fall 2019,"A&I, WRC",3a,Gregory B Smith,[under construction]
ENGL,100.05,Literature and Science,Fall 2019,"A&I, WRC",3a,Peter J Balaam,[under construction]
ENGL,100.06,"Drama, Film, and Society",Fall 2019,"A&I, WRC",2/3c,Pierre  Hecker,[under construction]
ENGL,100.08,Imagining a Self,Fall 2019,"A&I, WRC",2/3c,Jessica L Leiman,[under construction]
ENGL,117.0,African American Literature,Fall 2019,"LAA, WRC, IDS",3a,Kofi  Owusu,[under construction]
ENGL,144.0,Shakespeare I,Fall 2019,LAA,4/5c,Pierre  Hecker,[under construction]
ENGL,160.01,Introduction to Creative Writing,Fall 2019,"ARP, WRC",2/3c,Gregory G Hewett,[under construction]
ENGL,160.02,Introduction to Creative Writing,Fall 2019,"ARP, WRC",4/5c,Susan  Jaret McKinstry,[under construction]
ENGL,216.0,Milton,Fall 2019,"LAA, WRC",2a,Timothy  Raylor,[under construction]
ENGL,218.0,The Gothic Spirit,Fall 2019,"LAA, WRC",4/5c,Jessica L Leiman,[under construction]
ENGL,234.0,Literature of the American South,Fall 2019,"LAA, WRC, IDS",2/3c,Elizabeth  McKinsey,[under construction]
ENGL,236.0,American Nature Writing,Fall 2019,"LAA, WRC",3a,Michael J Kowalewski,[under construction]
ENGL,237.0,Black British Literature,Fall 2019,"LAA, WRC, INS",4a,Corrine E Collins,[under construction]
ENGL,244.0,Shakespeare I,Fall 2019,"LAA, WRC",4/5c,Pierre  Hecker,[under construction]
ENGL,270.0,Short Story Workshop,Fall 2019,"ARP, WRC",4/5c,Gregory B Smith,[under construction]
ENGL,295.0,Critical Methods,Fall 2019,"LAA, WRC",5/6c,Adriana  Estill,[under construction]
ENGL,327.0,Victorian Novel,Fall 2019,"LAA, WRC, QRE",2/3c,Susan  Jaret McKinstry,[under construction]
ENGL,350.0,The Postcolonial Novel: Forms and Contexts,Fall 2019,"LAA, WRC, INS",5a,Arnab  Chakladar,[under construction]
ENGL,366.0,The Carleton Miscellany,Fall 2019,"LAA, WRC",5a,Michael J Kowalewski,[under construction]
ENGL,395.0,"Dickinson, Moore, Bishop",Fall 2019,LAA,2a,Peter J Balaam,[under construction]
ENGL,109.0,Introduction to Rhetoric,Winter 2020,WRC,2/3c,George  Cusack,[under construction]
ENGL,112.0,Introduction to the Novel,Winter 2020,"LAA, WRC",4a,Jessica L Leiman,[under construction]
ENGL,118.0,Introduction to Poetry,Winter 2020,"LAA, WRC",3a,Timothy  Raylor,[under construction]
ENGL,136.0,Black Speculative Fiction,Winter 2020,"LAA, WRC, IDS",2a,Corrine E Collins,[under construction]
ENGL,160.0,Introduction to Creative Writing,Winter 2020,"ARP, WRC",2a,Gregory G Hewett,[under construction]
ENGL,202.0,The Bible as Literature,Winter 2020,"LAA, WRC",3a,Peter J Balaam,[under construction]
ENGL,215.0,Modern American Literature,Winter 2020,"LAA, WRC",5a,Michael J Kowalewski,[under construction]
ENGL,220.01,Arts of Oral Presentation,Winter 2020,,3a,Elizabeth  McKinsey,[under construction]
ENGL,220.02,Arts of Oral Presentation,Winter 2020,,4a,Elizabeth  McKinsey,[under construction]
ENGL,222.0,The Art of Jane Austen,Winter 2020,"LAA, WRC",2a,Susan  Jaret McKinstry,[under construction]
ENGL,238.0,African Literature in English,Winter 2020,"LAA, INS",4a,Kofi  Owusu,[under construction]
ENGL,248.0,Visions of California,Winter 2020,"LAA, WRC, IDS",3a,Michael J Kowalewski,[under construction]
ENGL,265.0,News Stories,Winter 2020,"ARP, WRC",4a,Susan  Jaret McKinstry,[under construction]
ENGL,270.0,Short Story Workshop,Winter 2020,"ARP, WRC",Unable to determine class period,Gregory B Smith,[under construction]
ENGL,271.0,Poetry Workshop,Winter 2020,"ARP, WRC",Unable to determine class period,Gregory G Hewett,[under construction]
ENGL,279.07,London Program:  Urban Field Studies,Winter 2020,,Unable to determine class period,Constance  Walker,[under construction]
ENGL,281.07,London Program: Romantic London,Winter 2020,,Unable to determine class period,Constance  Walker,[under construction]
ENGL,282.07,London Program:  London Theater,Winter 2020,,Unable to determine class period,Constance  Walker,[under construction]
ENGL,292.07,London Program: London Studies Project,Winter 2020,,Unable to determine class period,Constance  Walker,[under construction]
ENGL,319.0,The Rise of the Novel,Winter 2020,"LAA, WRC",3a,Jessica L Leiman,[under construction]
ENGL,352.0,Toni Morrison: Novelist,Winter 2020,"LAA, WRC, IDS",2a,Kofi  Owusu,[under construction]
ENGL,400.0,Integrative Exercise,Winter 2020,,Unable to determine class period,Staff,[under construction]
ENGL,109.0,Introduction to Rhetoric,Spring 2020,WRC,3a,Peter J Balaam,[under construction]
ENGL,115.0,The Art of Storytelling,Spring 2020,"LAA, WRC",2a,Kofi  Owusu,[under construction]
ENGL,119.0,Introduction to U.S. Latino/a Literature,Spring 2020,"LAA, WRC, IDS",2a,Adriana  Estill,[under construction]
ENGL,160.0,Introduction to Creative Writing,Spring 2020,"ARP, WRC",4a,Gregory B Smith,[under construction]
ENGL,187.0,Murder,Spring 2020,"LAA, WRC",4/5c,Pierre  Hecker,[under construction]
ENGL,214.0,Revenge Tragedy,Spring 2020,"LAA, WRC, INS",3a,Pierre  Hecker,[under construction]
ENGL,220.01,Arts of Oral Presentation,Spring 2020,,5a,Timothy  Raylor,[under construction]
ENGL,220.02,Arts of Oral Presentation,Spring 2020,,2a,Timothy  Raylor,[under construction]
ENGL,225.0,'Public Offenders': Pre-Raphaelites and Bloomsbury Group,Spring 2020,"LAA, WRC, INS",2/3c,Susan  Jaret McKinstry,[under construction]
ENGL,239.0,"Democracy: Politics, Race, & Sex in Nineteenth Century American Novels",Spring 2020,"LAA, WRC, IDS",2a,Elizabeth  McKinsey,[under construction]
ENGL,245.0,Bollywood Nation,Spring 2020,"LAA, WRC, INS",5a,Arnab  Chakladar,[under construction]
ENGL,249.0,Irish Literature,Spring 2020,"LAA, WRC",4a,Constance  Walker,[under construction]
ENGL,250.0,Indian Fiction 1880-1980,Spring 2020,"LAA, WRC, INS",3a,Arnab  Chakladar,[under construction]
ENGL,285.0,Textual Technologies from Parchment to Pixel,Spring 2020,"HUM, WRC",3a,"Timothy  Raylor', 'Austin P Mason', 'George G Shuffelton",[under construction]
ENGL,295.0,Critical Methods,Spring 2020,"LAA, WRC",4/5c,Peter J Balaam,[under construction]
ENGL,323.0,English Romantic Poetry,Spring 2020,"LAA, WRC",2a,Constance  Walker,[under construction]
ENGL,345.0,Queer Literature,Spring 2020,"LAA, WRC, IDS",5/6c,Corrine E Collins,[under construction]
ENGL,359.0,World Literature in the Twenty-First Century,Spring 2020,"LAA, WRC, INS",4a,Kofi  Owusu,[under construction]
ENGL,370.0,Advanced Fiction Workshop,Spring 2020,"ARP, WRC",Unable to determine class period,Gregory B Smith,[under construction]
ENGL,371.0,Advanced Poetry Workshop,Spring 2020,"ARP, WRC",Unable to determine class period,Gregory G Hewett,[under construction]
ENGL,395.0,Seductive Fictions,Spring 2020,"LAA, WRC",4/5c,Jessica L Leiman,[under construction]
ENGL,400.0,Integrative Exercise,Spring 2020,,Unable to determine class period,,[under construction]
ENTS,120.52,Introduction to Geospatial Analysis & Lab,Fall 2019,"QRE, SOC",2a,Tsegaye H Nega,[under construction]
ENTS,120.53,Introduction to Geospatial Analysis & Lab,Fall 2019,"QRE, SOC",2a,Tsegaye H Nega,[under construction]
ENTS,215.0,Environmental Ethics,Fall 2019,HUM,5a,Kimberly K Smith,[under construction]
ENTS,225.51,Carbon and Climate,Fall 2019,"LAB, QRE",2a,Dan Maxbauer,[under construction]
ENTS,395.0,Senior Seminar,Fall 2019,SOC,5/6c,George Vrtis,[under construction]
ENTS,310.0,Topics in Environmental Law and Policy,Winter 2020,SOC,3a,Kimberly K Smith,[under construction]
ENTS,400.0,Integrative Exercise,Winter 2020,,4a,,[under construction]
ENTS,244.0,Biodiversity Conservation and Development,Spring 2020,,4/5c,,[under construction]
ENTS,254.0,Topics in Landscape Ecology,Spring 2020,,4/5c,,[under construction]
ENTS,288.0,Abrupt Climate Change,Spring 2020,WRC,3a,Trish Ferrett,[under construction]
EUST,100.0,Allies or Enemies? America through European Eyes,Fall 2019,"A&I, WRC, INS",2a,Paul  Petzschmann,[under construction]
EUST,111.0,The Age of Cathedrals,Fall 2019,"HUM, INS",4a,William L North,[under construction]
EUST,249.0,The European Union from Constitution to Crisis,Winter 2020,"SOC, INS",2a,Paul  Petzschmann,[under construction]
EUST,398.0,Senior Colloquium,Winter 2020,,5a,David G Tompkins,[under construction]
